date;instituicao;cod_ibge;uf;poder;populacao;coluna;conta;valor
2018-12-01;Prefeitura Municipal de Quixelô - CE;2311355;CE;Executivo;14903;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,97
2018-12-01;Prefeitura Municipal de Tarrafas - CE;2313252;CE;Executivo;8875;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);73,01
2018-12-01;Prefeitura Municipal de Irauçuba - CE;2306108;CE;Executivo;23704;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);38,01
2018-12-01;Prefeitura Municipal de Crato - CE;2304202;CE;Executivo;129662;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);3,30
2018-12-01;Prefeitura Municipal de São Luís do Curu - CE;2312601;CE;Executivo;12805;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);18,29
2018-12-01;Prefeitura Municipal de Uruoca - CE;2313906;CE;Executivo;13600;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);26,12
2018-12-01;Prefeitura Municipal de Camocim - CE;2302602;CE;Executivo;62734;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);18,83
2018-12-01;Prefeitura Municipal de Itapajé - CE;2306306;CE;Executivo;51538;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-4,55
2018-12-01;Prefeitura Municipal de Cedro - CE;2303808;CE;Executivo;25038;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);15,81
2018-12-01;Prefeitura Municipal de Novo Oriente - CE;2309409;CE;Executivo;28288;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);59,35
2018-12-01;Prefeitura Municipal de Sobral - CE;2312908;CE;Executivo;203682;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-9,77
2018-12-01;Prefeitura Municipal de Poranga - CE;2311009;CE;Executivo;12234;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);44,55
2018-12-01;Prefeitura Municipal de Pindoretama - CE;2310852;CE;Executivo;20430;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);36,34
2018-12-01;Prefeitura Municipal de Itapipoca - CE;2306405;CE;Executivo;126234;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,73
2018-12-01;Prefeitura Municipal de Quixeramobim - CE;2311405;CE;Executivo;77931;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);49,27
2018-12-01;Prefeitura Municipal de Icó - CE;2305407;CE;Executivo;67345;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);41,17
2018-12-01;Prefeitura Municipal de Campos Sales - CE;2302701;CE;Executivo;27167;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);100,53
2018-12-01;Prefeitura Municipal de Caucaia - CE;2303709;CE;Executivo;358164;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);8,83
2018-12-01;Prefeitura Municipal de Eusébio - CE;2304285;CE;Executivo;51913;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-50,90
2018-12-01;Prefeitura Municipal de Paraipaba - CE;2310258;CE;Executivo;32256;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);28,42
2018-12-01;Prefeitura Municipal de Barro - CE;2302008;CE;Executivo;22361;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);30,92
2018-12-01;Prefeitura Municipal de Morada Nova - CE;2308708;CE;Executivo;61722;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);5,78
2018-12-01;Prefeitura Municipal de Granja - CE;2304707;CE;Executivo;54146;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);21,77
2018-12-01;Prefeitura Municipal de Pacujá - CE;2309904;CE;Executivo;6186;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);71,59
2018-12-01;Prefeitura Municipal de Ipu - CE;2305803;CE;Executivo;41485;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);6,30
2018-12-01;Prefeitura Municipal de Frecheirinha - CE;2304509;CE;Executivo;13606;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);11,66
2018-12-01;Prefeitura Municipal de Jardim - CE;2307106;CE;Executivo;27074;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);62,68
2018-12-01;Prefeitura Municipal de Bela Cruz - CE;2302305;CE;Executivo;32243;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);6,08
2018-12-01;Prefeitura Municipal de Meruoca - CE;2308203;CE;Executivo;14814;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);13,57
2018-12-01;Prefeitura Municipal de Deputado Irapuan Pinheiro - CE;2304269;CE;Executivo;9483;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);10,05
2018-12-01;Prefeitura Municipal de Itapiúna - CE;2306504;CE;Executivo;19872;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);39,01
2018-12-01;Prefeitura Municipal de Quixadá - CE;2311306;CE;Executivo;85991;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);25,76
2018-12-01;Prefeitura Municipal de Uruburetama - CE;2313807;CE;Executivo;21411;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);8,49
2018-12-01;Prefeitura Municipal de Santana do Acaraú - CE;2312007;CE;Executivo;31814;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);69,80
2018-12-01;Prefeitura Municipal de Acarape - CE;2300150;CE;Executivo;16418;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);126,79
2018-12-01;Prefeitura Municipal de Morrinhos - CE;2308906;CE;Executivo;22067;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-4,83
2018-12-01;Prefeitura Municipal de Jaguaribara - CE;2306801;CE;Executivo;11200;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);43,16
2018-12-01;Prefeitura Municipal de Ibicuitinga - CE;2305332;CE;Executivo;12242;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);58,29
2018-12-01;Prefeitura Municipal de Pacatuba - CE;2309706;CE;Executivo;81627;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);19,07
2018-12-01;Prefeitura Municipal de Aratuba - CE;2301406;CE;Executivo;11300;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);33,56
2018-12-01;Prefeitura Municipal de Pacajus - CE;2309607;CE;Executivo;69877;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);49,45
2018-12-01;Prefeitura Municipal de Itaitinga - CE;2306256;CE;Executivo;38933;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);12,31
2018-12-01;Prefeitura Municipal de Amontada - CE;2300754;CE;Executivo;42508;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);46,08
2018-12-01;Prefeitura Municipal de Trairi - CE;2313500;CE;Executivo;54820;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);11,91
2018-12-01;Prefeitura Municipal de Itarema - CE;2306553;CE;Executivo;40822;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);12,78
2018-12-01;Prefeitura Municipal de Capistrano - CE;2302909;CE;Executivo;17621;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);35,44
2018-12-01;Prefeitura Municipal de Mulungu - CE;2309102;CE;Executivo;12682;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);58,34
2018-12-01;Prefeitura Municipal de Pentecoste - CE;2310704;CE;Executivo;36928;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);36,80
2018-12-01;Prefeitura Municipal de Umirim - CE;2313757;CE;Executivo;19602;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);32,79
2018-12-01;Prefeitura Municipal de Tejuçuoca - CE;2313351;CE;Executivo;18709;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);12,97
2018-12-01;Prefeitura Municipal de Abaiara - CE;2300101;CE;Executivo;11483;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);73,58
2018-12-01;Prefeitura Municipal de Senador Pompeu - CE;2312700;CE;Executivo;26496;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);0,01
2018-12-01;Prefeitura Municipal de Paramoti - CE;2310407;CE;Executivo;11564;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);44,15
2018-12-01;Prefeitura Municipal de Coreaú - CE;2304004;CE;Executivo;23000;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);24,05
2018-12-01;Prefeitura Municipal de Tururu - CE;2313559;CE;Executivo;15768;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);19,21
2018-12-01;Prefeitura Municipal de Aracati - CE;2301109;CE;Executivo;73188;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);18,60
2018-12-01;Prefeitura Municipal de Caririaçu - CE;2303204;CE;Executivo;26876;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);43,86
2018-12-01;Prefeitura Municipal de Jucás - CE;2307403;CE;Executivo;24540;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);10,90
2018-12-01;Prefeitura Municipal de Redenção - CE;2311603;CE;Executivo;27358;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);31,12
2018-12-01;Prefeitura Municipal de Madalena - CE;2307635;CE;Executivo;19616;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);50,94
2018-12-01;Prefeitura Municipal de General Sampaio - CE;2304608;CE;Executivo;6845;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);30,87
2018-12-01;Prefeitura Municipal de Pires Ferreira - CE;2310951;CE;Executivo;10730;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-6,19
2018-12-01;Prefeitura Municipal de Martinópole - CE;2307908;CE;Executivo;10990;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,52
2018-12-01;Prefeitura Municipal de Santa Quitéria - CE;2312205;CE;Executivo;43359;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);31,77
2018-12-01;Prefeitura Municipal de Jijoca de Jericoacoara - CE;2307254;CE;Executivo;19224;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);14,67
2018-12-01;Prefeitura Municipal de Chaval - CE;2303907;CE;Executivo;12931;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);2,64
2018-12-01;Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;53358;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);40,13
2018-12-01;Prefeitura Municipal de Aracoiaba - CE;2301208;CE;Executivo;26203;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);54,89
2018-12-01;Prefeitura Municipal de Palmácia - CE;2310100;CE;Executivo;13022;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);76,61
2018-12-01;Prefeitura Municipal de Juazeiro do Norte - CE;2307304;CE;Executivo;268248;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);18,83
2018-12-01;Prefeitura Municipal de Quiterianópolis - CE;2311264;CE;Executivo;20777;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-5,16
2018-12-01;Prefeitura Municipal de Pacoti - CE;2309805;CE;Executivo;11936;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);16,80
2018-12-01;Prefeitura Municipal de Acaraú - CE;2300200;CE;Executivo;61715;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);10,87
2018-12-01;Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;Executivo;39301;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);16,76
2018-12-01;Prefeitura Municipal de Tauá - CE;2313302;CE;Executivo;57914;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-12,93
2018-12-01;Prefeitura Municipal de Iguatu - CE;2305506;CE;Executivo;102013;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);36,67
2018-12-01;Prefeitura Municipal de Catunda - CE;2303659;CE;Executivo;10331;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);30,61
2018-12-01;Prefeitura Municipal de Reriutaba - CE;2311702;CE;Executivo;18769;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);31,96
2018-12-01;Prefeitura Municipal de Croatá - CE;2304236;CE;Executivo;17802;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);18,94
2018-12-01;Prefeitura Municipal de Assaré - CE;2301604;CE;Executivo;23191;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);3,36
2018-12-01;Prefeitura Municipal de Paracuru - CE;2310209;CE;Executivo;33665;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);50,42
2018-12-01;Prefeitura Municipal de Hidrolândia - CE;2305209;CE;Executivo;20136;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,95
2018-12-01;Prefeitura Municipal de Mauriti - CE;2308104;CE;Executivo;46335;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);4,24
2018-12-01;Prefeitura Municipal de Brejo Santo - CE;2302503;CE;Executivo;48451;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-33,07
2018-12-01;Prefeitura Municipal de Milagres - CE;2308302;CE;Executivo;28292;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-22,09
2018-12-01;Prefeitura Municipal de São Benedito - CE;2312304;CE;Executivo;46414;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);14,82
2018-12-01;Prefeitura Municipal de Guaramiranga - CE;2305100;CE;Executivo;3632;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);23,95
2018-12-01;Prefeitura Municipal de Moraújo - CE;2308807;CE;Executivo;8579;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);12,07
2018-12-01;Prefeitura Municipal de Missão Velha - CE;2308401;CE;Executivo;35326;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);37,84
2018-12-01;Prefeitura Municipal de Penaforte - CE;2310605;CE;Executivo;8888;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-4,96
2018-12-01;Prefeitura Municipal de Porteiras - CE;2311108;CE;Executivo;14965;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-8,83
2018-12-01;Prefeitura Municipal de Saboeiro - CE;2311900;CE;Executivo;15715;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);54,47
2018-12-01;Prefeitura Municipal de Jati - CE;2307205;CE;Executivo;7827;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);-0,70
2018-12-01;Prefeitura Municipal de Tabuleiro do Norte - CE;2313104;CE;Executivo;30378;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);37,94
2018-12-01;Prefeitura Municipal de Choró - CE;2303931;CE;Executivo;13340;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);41,60
2018-12-01;Prefeitura Municipal de Aiuaba - CE;2300408;CE;Executivo;17098;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,40
2018-12-01;Prefeitura Municipal de Potiretama - CE;2311231;CE;Executivo;6337;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);47,13
2018-12-01;Prefeitura Municipal de Monsenhor Tabosa - CE;2308609;CE;Executivo;17025;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);47,88
2018-12-01;Prefeitura Municipal de Canindé - CE;2302800;CE;Executivo;77261;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);39,65
2018-12-01;Prefeitura Municipal de Ererê - CE;2304277;CE;Executivo;7134;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);54,32
2018-12-01;Prefeitura Municipal de Caridade - CE;2303006;CE;Executivo;22065;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);84,23
2018-12-01;Prefeitura Municipal de Umari - CE;2313708;CE;Executivo;7668;Até o 3º Quadrimestre;% da DCL sobre a RCL (III/RCL);50,90
2019-04-01;Prefeitura Municipal de Fortaleza - CE;2304400;CE;Executivo;2643247;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-2,33
2019-04-01;Prefeitura Municipal de Aquiraz - CE;2301000;CE;Executivo;79563;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-14,23
2019-04-01;Prefeitura Municipal de Maranguape - CE;2307700;CE;Executivo;127098;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-31,78
2019-04-01;Prefeitura Municipal de Icapuí - CE;2305357;CE;Executivo;19804;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);62,68
2019-04-01;Prefeitura Municipal de Sobral - CE;2312908;CE;Executivo;206644;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-11,00
2019-04-01;Prefeitura Municipal de Crateús - CE;2304103;CE;Executivo;74982;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);14,18
2019-04-01;Prefeitura Municipal de Guaramiranga - CE;2305100;CE;Executivo;3595;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);16,93
2019-04-01;Prefeitura Municipal de Jaguaretama - CE;2306702;CE;Executivo;18102;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);36,39
2019-04-01;Prefeitura Municipal de Mombaça - CE;2308500;CE;Executivo;44060;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);60,72
2019-04-01;Prefeitura Municipal de Tabuleiro do Norte - CE;2313104;CE;Executivo;30695;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);26,86
2019-04-01;Prefeitura Municipal de Ibicuitinga - CE;2305332;CE;Executivo;12419;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);50,27
2019-04-01;Prefeitura Municipal de Alcântaras - CE;2300507;CE;Executivo;11529;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-8,56
2019-04-01;Prefeitura Municipal de Palmácia - CE;2310100;CE;Executivo;13214;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);65,22
2019-04-01;Prefeitura Municipal de Ubajara - CE;2313609;CE;Executivo;34530;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-26,80
2019-04-01;Prefeitura Municipal de Umari - CE;2313708;CE;Executivo;7729;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);47,69
2019-04-01;Prefeitura Municipal de Granjeiro - CE;2304806;CE;Executivo;4469;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);45,99
2019-04-01;Prefeitura Municipal de Fortim - CE;2304459;CE;Executivo;16357;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);13,53
2019-04-01;Prefeitura Municipal de Farias Brito - CE;2304301;CE;Executivo;18882;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-34,85
2019-04-01;Prefeitura Municipal de Boa Viagem - CE;2302404;CE;Executivo;54440;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);20,64
2019-04-01;Prefeitura Municipal de Acopiara - CE;2300309;CE;Executivo;53931;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-7,39
2019-04-01;Prefeitura Municipal de Viçosa do Ceará - CE;2314102;CE;Executivo;60355;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-78,48
2019-04-01;Prefeitura Municipal de Redenção - CE;2311603;CE;Executivo;27633;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);22,90
2019-04-01;Prefeitura Municipal de Russas - CE;2311801;CE;Executivo;76884;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);7,08
2019-04-01;Prefeitura Municipal de Groaíras - CE;2304905;CE;Executivo;11076;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);30,36
2019-04-01;Prefeitura Municipal de Limoeiro do Norte - CE;2307601;CE;Executivo;59278;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);49,76
2019-04-01;Prefeitura Municipal de Camocim - CE;2302602;CE;Executivo;63408;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);9,91
2019-04-01;Prefeitura Municipal de Forquilha - CE;2304350;CE;Executivo;24169;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-4,60
2019-04-01;Prefeitura Municipal de Guaiúba - CE;2304954;CE;Executivo;26472;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);22,69
2019-04-01;Prefeitura Municipal de São João do Jaguaribe - CE;2312502;CE;Executivo;7691;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);6,67
2019-04-01;Prefeitura Municipal de Horizonte - CE;2305233;CE;Executivo;66114;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);8,87
2019-04-01;Prefeitura Municipal de Paracuru - CE;2310209;CE;Executivo;34097;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);44,81
2019-04-01;Prefeitura Municipal de Independência - CE;2305605;CE;Executivo;26168;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-10,01
2019-04-01;Prefeitura Municipal de Ocara - CE;2309458;CE;Executivo;25557;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-51,24
2019-04-01;Prefeitura Municipal de Piquet Carneiro - CE;2310902;CE;Executivo;16827;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-3,40
2019-04-01;Prefeitura Municipal de Santana do Acaraú - CE;2312007;CE;Executivo;32216;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);56,98
2019-04-01;Prefeitura Municipal de Jaguaruana - CE;2307007;CE;Executivo;33967;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);49,50
2019-04-01;Prefeitura Municipal de Guaraciaba do Norte - CE;2305001;CE;Executivo;39713;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);11,42
2019-04-01;Prefeitura Municipal de Quixadá - CE;2311306;CE;Executivo;87116;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);24,04
2019-04-01;Prefeitura Municipal de Itaiçaba - CE;2306207;CE;Executivo;7787;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);70,41
2019-04-01;Prefeitura Municipal de Carnaubal - CE;2303402;CE;Executivo;17747;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-10,38
2019-04-01;Prefeitura Municipal de Choró - CE;2303931;CE;Executivo;13476;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);44,20
2019-04-01;Prefeitura Municipal de Crato - CE;2304202;CE;Executivo;131372;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);0,60
2019-04-01;Prefeitura Municipal de Chorozinho - CE;2303956;CE;Executivo;19345;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-10,92
2019-04-01;Prefeitura Municipal de Santa Quitéria - CE;2312205;CE;Executivo;43695;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-24,55
2019-04-01;Prefeitura Municipal de Ipaumirim - CE;2305704;CE;Executivo;12439;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);24,27
2019-04-01;Prefeitura Municipal de Pindoretama - CE;2310852;CE;Executivo;20748;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-5,11
2019-04-01;Prefeitura Municipal de Baturité - CE;2302107;CE;Executivo;35575;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);78,33
2019-04-01;Prefeitura Municipal de Barbalha - CE;2301901;CE;Executivo;60155;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-14,45
2019-04-01;Prefeitura Municipal de Cruz - CE;2304251;CE;Executivo;24131;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);8,41
2019-04-01;Prefeitura Municipal de Iracema - CE;2306009;CE;Executivo;14227;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);30,71
2019-04-01;Prefeitura Municipal de Novo Oriente - CE;2309409;CE;Executivo;28557;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);51,07
2019-04-01;Prefeitura Municipal de Paramoti - CE;2310407;CE;Executivo;11664;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);35,70
2019-04-01;Prefeitura Municipal de Abaiara - CE;2300101;CE;Executivo;11663;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);59,41
2019-04-01;Prefeitura Municipal de Paraipaba - CE;2310258;CE;Executivo;32700;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);21,33
2019-04-01;Prefeitura Municipal de Pacoti - CE;2309805;CE;Executivo;12046;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);16,41
2019-04-01;Prefeitura Municipal de Croatá - CE;2304236;CE;Executivo;17994;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);9,72
2019-04-01;Prefeitura Municipal de Catarina - CE;2303600;CE;Executivo;20562;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);21,46
2019-04-01;Prefeitura Municipal de Ibaretama - CE;2305266;CE;Executivo;13317;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);37,86
2019-04-01;Prefeitura Municipal de Quixelô - CE;2311355;CE;Executivo;14986;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);17,59
2019-04-01;Prefeitura Municipal de Morada Nova - CE;2308708;CE;Executivo;62069;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-6,69
2019-04-01;Prefeitura Municipal de Juazeiro do Norte - CE;2307304;CE;Executivo;271926;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-37,08
2019-04-01;Prefeitura Municipal de Miraíma - CE;2308377;CE;Executivo;13669;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);31,71
2019-04-01;Prefeitura Municipal de Massapê - CE;2308005;CE;Executivo;38424;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-5,51
2019-04-01;Prefeitura Municipal de Tianguá - CE;2313401;CE;Executivo;75140;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);6,92
2019-04-01;Prefeitura Municipal de Itapipoca - CE;2306405;CE;Executivo;128135;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);13,09
2019-04-01;Prefeitura Municipal de Ibiapina - CE;2305308;CE;Executivo;24995;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-1,48
2019-04-01;Prefeitura Municipal de Caucaia - CE;2303709;CE;Executivo;363982;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);9,99
2019-04-01;Prefeitura Municipal de Icó - CE;2305407;CE;Executivo;67972;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);43,00
2019-04-01;Prefeitura Municipal de Irauçuba - CE;2306108;CE;Executivo;24003;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-33,69
2019-04-01;Prefeitura Municipal de Potengi - CE;2311207;CE;Executivo;10986;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);42,19
2019-04-01;Prefeitura Municipal de Solonópole - CE;2313005;CE;Executivo;18291;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);-8,42
2019-04-01;Prefeitura Municipal de Tururu - CE;2313559;CE;Executivo;16015;Até o 1º Quadrimestre;% da DCL sobre a RCL (III/RCL);20,55
